mstar,z5_smf,z6_smf,z7_smf,z7_smf.1,z9_smf,z10_smf
8.67,0.00481602532322527,0.00438658451875333,0.000531061557504969,0.000531061557504969,0.000101854173162946,9.95356891245092e-06
8.68,0.00473846919537114,0.00429590061450733,0.000520534361829284,0.000520534361829284,9.91933502718633e-05,9.6935433956972e-06
8.69,0.00466214933536954,0.00420702998258514,0.000510202287911526,0.000510202287911526,9.65942862111925e-05,9.4395531817236e-06
8.7,0.00458704595253077,0.00411993627858396,0.000500061696920966,0.000500061696920966,9.40555986325276e-05,9.19146318229864e-06
8.71,0.00451313957248908,0.00403458388828817,0.00049010901859031,0.00049010901859031,9.15759370136772e-05,8.94914141936703e-06
8.72,0.0044404110321462,0.0039509379130515,0.000480340749945928,0.000480340749945928,8.91539819349094e-05,8.71245895432155e-06
8.73,0.00436884147469551,0.00386896415547283,0.000470753454062066,0.000470753454062066,8.67884443713915e-05,8.48128981885766e-06
8.74,0.00429841234472598,0.00378862910536019,0.000461343758838619,0.000461343758838619,8.44780650014502e-05,8.25551094737415e-06
8.75,0.0042291053834045,0.00370989992597674,0.000452108355801999,0.000452108355801999,8.22216135302695e-05,8.03500211088233e-06
8.76,0.00416090262373516,0.00363274444056341,0.000443043998928681,0.000443043998928681,8.00178880286612e-05,7.81964585238821e-06
8.77,0.00409378638589452,0.00355713111913246,0.000434147503491009,0.000434147503491009,7.78657142865463e-05,7.60932742371237e-06
8.78,0.00402773927264148,0.00348302906552666,0.000425415744924822,0.000425415744924822,7.57639451807962e-05,7.40393472371297e-06
8.79,0.00396274416480067,0.00341040800473872,0.000416845657718535,0.000416845657718535,7.37114600570903e-05,7.20335823787862e-06
8.8,0.00389878421681798,0.00333923827048561,0.000408434234323207,0.000408434234323207,7.17071641254441e-05,7.00749097925712e-06
8.81,0.00383584285238748,0.00326949079303309,0.000400178524083296,0.000400178524083296,6.97499878690935e-05,6.81622843068944e-06
8.82,0.00377390376014808,0.00320113708726494,0.000392075632187615,0.000392075632187615,6.78388864663928e-05,6.62946848831545e-06
8.83,0.00371295088944928,0.00313414924099223,0.000384122718640184,0.000384122718640184,6.59728392254254e-05,6.44711140632192e-06
8.84,0.00365296844618458,0.00306849990349797,0.000376316997250566,0.000376316997250566,6.41508490310087e-05,6.26905974290187e-06
8.85,0.00359394088869168,0.00300416227431203,0.000368655734643339,0.000368655734643339,6.23719418037935e-05,6.09521830739567e-06
8.86,0.00353585292371823,0.00294111009221214,0.000361136249286333,0.000361136249286333,6.06351659711601e-05,5.92549410858509e-06
8.87,0.00347868950245232,0.00287931762444617,0.000353755910537282,0.000353755910537282,5.89395919496207e-05,5.75979630411168e-06
8.88,0.00342243581661638,0.00281875965617136,0.000346512137708555,0.000346512137708555,5.72843116384458e-05,5.59803615099214e-06
8.89,0.00336707729462371,0.00275941148010603,0.000339402399149593,0.000339402399149593,5.56684379242302e-05,5.44012695720258e-06
8.9,0.00331259959779661,0.00270124888638987,0.000332424211346772,0.000332424211346772,5.40911041961383e-05,5.28598403430654e-06
8.91,0.00325898861664498,0.00264424815264809,0.000325575138040289,0.000325575138040289,5.25514638715476e-05,5.13552465109909e-06
8.92,0.0032062304672046,0.00258838603425583,0.000318852789357817,0.000318852789357817,5.10486899318426e-05,4.98866798824287e-06
8.93,0.00315431148743407,0.00253363975479854,0.000312254820964564,0.000312254820964564,4.95819744680962e-05,4.84533509387043e-06
8.94,0.00310321823366944,0.00247998699672453,0.000305778933229444,0.000305778933229444,4.81505282363935e-05,4.70544884012875e-06
8.95,0.00305293747713571,0.00242740589218574,0.000299422870407044,0.000299422870407044,4.6753580222552e-05,4.56893388064212e-06
8.96,0.0030034562005141,0.00237587501406303,0.000293184419835084,0.000293184419835084,4.53903772160005e-05,4.43571660887003e-06
8.97,0.00295476159456454,0.00232537336717236,0.000287061411147085,0.000287061411147085,4.40601833925852e-05,4.30572511733733e-06
