wave,flux
1475079.6,3.8528110391396e-23
1477015.4,3.85063101008893e-23
1478951.2,3.84845496085854e-23
1480887,3.84628298537526e-23
1482822.8,3.84411517712392e-23
1484758.6,3.84195155833947e-23
1486694.4,3.83979225809433e-23
1488630.2,3.83763719385339e-23
1490566,3.83548689259243e-23
1492501.8,3.83334271100385e-23
1494437.6,3.83120672129928e-23
1496373.4,3.82907490099781e-23
1498309.2,3.82694689628427e-23
1500245,3.82482203504746e-23
1502180.8,3.82269694271155e-23
1504116.6,3.82057500532057e-23
1506052.4,3.81845591882535e-23
1507988.2,3.81633907701394e-23
1509924,3.81422186682438e-23
1511859.8,3.81210815687401e-23
1513795.6,3.80999769013826e-23
1515731.4,3.8078911558792e-23
1517667.2,3.80578976826163e-23
1519603,3.80369278151287e-23
1521538.8,3.80160025676199e-23
1523474.6,3.79951214479762e-23
1525410.4,3.79742953947915e-23
1527346.2,3.7953513585784e-23
1529282,3.79327726477874e-23
1531217.8,3.79120703260329e-23
1533153.6,3.78914075679919e-23
1534121.5,3.78810905477503e-23
1535089.4,3.78720033342805e-23
1537025.2,3.78538519101927e-23
1538961,3.7835730954847e-23
1540896.8,3.78176410856796e-23
1542832.6,3.77995814951679e-23
1544768.4,3.77815535157872e-23
1546704.2,3.77635570528127e-23
1548640,3.77455909465821e-23
1550575.8,3.77276558167186e-23
1552511.6,3.77097501519799e-23
1554447.4,3.76918770548866e-23
1556383.2,3.76740343049901e-23
1558319,3.76562225197381e-23
1560254.8,3.76384423181167e-23
1562190.6,3.7620692901337e-23
1564126.4,3.76029756017058e-23
1566062.2,3.75852914086558e-23
1567998,3.75676391889325e-23
1569933.8,3.75500203221337e-23
1571869.6,3.75324333309761e-23
1573805.4,3.75148814810136e-23
1575741.2,3.74973629923512e-23
1577677,3.74798775366901e-23
1579612.8,3.74624244003061e-23
1581548.6,3.74450020515113e-23
1583484.4,3.74276084618798e-23
1585420.2,3.7410241073384e-23
1587356,3.73928984274132e-23
1589291.8,3.73755757516033e-23
1591227.6,3.73582736108079e-23
1593163.4,3.73409959899736e-23
1595099.2,3.73237420020445e-23
1597035,3.730651244412e-23
1598970.8,3.72893085287208e-23
1600906.6,3.72721318515166e-23
1602842.4,3.72549831632188e-23
1604778.2,3.72378655345054e-23
1606714,3.72207803750069e-23
1608649.8,3.72037255946948e-23
1610585.6,3.71867018524755e-23
1612521.4,3.71697078845717e-23
1614457.2,3.71527451353751e-23
1616393,3.71358112107115e-23
1618328.8,3.71189056442092e-23
1620264.6,3.71020283568882e-23
1622200.4,3.70851769638275e-23
1624136.2,3.70683533081314e-23
1625104.1,3.70599514738407e-23
1626072,3.70379526626763e-23
1628007.8,3.69940334065184e-23
1629943.6,3.69502202397922e-23
1631879.4,3.69065120235682e-23
1633815.2,3.68629087758926e-23
1635751,3.68194109032398e-23
1637686.8,3.67760215361465e-23
1639622.6,3.67327396383719e-23
1641558.4,3.66895630147103e-23
1643494.2,3.66464878191182e-23
1645430,3.66035120702706e-23
1647365.8,3.65606308935468e-23
1649301.6,3.651784341299e-23
1651237.4,3.64751528838915e-23
1653173.2,3.6432550460906e-23
1655109,3.63900396057563e-23
1657044.8,3.63476273194126e-23
1658980.6,3.63053144487743e-23
1660916.4,3.62631037207937e-23
1662852.2,3.6220996997433e-23
1664788,3.61789896257275e-23
1666723.8,3.61370808620108e-23
1668659.6,3.60952722501146e-23
1670595.4,3.60535649525361e-23
1672531.2,3.60119544510795e-23
1674467,3.59704404124512e-23
1676402.8,3.59290206007587e-23
1678338.6,3.58876935451341e-23
1680274.4,3.58464600645113e-23
1682210.2,3.58053198443888e-23
1684146,3.57642718204835e-23
1686081.8,3.57233134601508e-23
1688017.6,3.56824471296834e-23
1689953.4,3.56416736517661e-23
1691889.2,3.56009930891812e-23
1693825,3.55604062101786e-23
1695760.8,3.55199126758944e-23
1697696.6,3.54795121515075e-23
1699632.4,3.54392043042965e-23
1701568.2,3.53989908979891e-23
1703504,3.53588701807605e-23
1705439.8,3.53188418224291e-23
1707375.6,3.52789051519119e-23
1709311.4,3.52390598521403e-23
1711247.2,3.51993049220505e-23
1713183,3.51596400549999e-23
1715118.8,3.5120065285688e-23
1717054.6,3.50805809936388e-23
1718990.4,3.50411872174152e-23
1720926.2,3.50018819477772e-23
1722862,3.49180472743476e-23
1724797.8,3.48345065290159e-23
1726733.6,3.47512576655417e-23
1728669.4,3.46683000144024e-23
1730605.2,3.45856335924121e-23
1732541,3.45032546758142e-23
1734476.8,3.44211616056446e-23
1736412.6,3.43393544282873e-23
1738348.4,3.42578318319952e-23
1740284.2,3.41765921845899e-23
1742220,3.40956351928269e-23
1744155.8,3.40149605502239e-23
1746091.6,3.39345659693431e-23
1748027.4,3.38544521298488e-23
1749963.2,3.37746170874535e-23
1751899,3.36950589121771e-23
1753834.8,3.36157760159732e-23
1755770.6,3.35367668201379e-23
1757706.4,3.3458030727539e-23
1759642.2,3.33795661746823e-23
1761578,3.33013719282878e-23
1763513.8,3.32234464410876e-23
1765449.6,3.31457888178643e-23
1767385.4,3.30683972027468e-23
1769321.2,3.29912707144318e-23
1771257,3.29144081572115e-23
1773192.8,3.2837808018299e-23
1775128.6,3.27614700797979e-23
1777064.4,3.26853921992264e-23
1779000.2,3.2609573528902e-23
1780936,3.25340122620571e-23
1782871.8,3.2458707885759e-23
1784807.6,3.23836592485639e-23
1786743.4,3.23088658447341e-23
1788679.2,3.22343287741063e-23
1790615,3.21600481995784e-23
1792550.8,3.20860194918732e-23
1794486.6,3.20122444662512e-23
1796422.4,3.19387296605087e-23
1798358.2,3.18654768443168e-23
1800294,3.1792474094501e-23
1802229.8,3.17197233898875e-23
1804165.6,3.16472319353119e-23
1806101.4,3.15749820425834e-23
1808037.2,3.15029710743009e-23
1809973,3.14311905501481e-23
1811908.8,3.13596092908383e-23
1813844.6,3.12882268559809e-23
1815780.4,3.12170670557314e-23
1817716.2,3.11461426399786e-23
1819652,3.10754499585547e-23
1821587.8,3.10049986626513e-23
1823523.6,3.09347892449657e-23
1825459.4,3.08261363364081e-23
1827395.2,3.07179952560845e-23
1829331,3.06103614015729e-23
1831266.8,3.05032252576928e-23
1833202.6,3.03965766845663e-23
1835138.4,3.02904154810885e-23
1837074.2,3.01847376572336e-23
1839010,3.0079539883874e-23
1840945.8,2.99748194830348e-23
1842881.6,2.9870573797058e-23
1844817.4,2.97667982870957e-23
1846753.2,2.96634909636453e-23
1848689,2.95606501683098e-23
1850624.8,2.94582723659308e-23
1852560.6,2.93563565617128e-23
1854496.4,2.92548992547128e-23
1856432.2,2.91538979057467e-23
1858368,2.90533496789714e-23
