wave,flux
45297.72,7.34344845711732e-21
45346.115,7.24206857245569e-21
45394.51,7.36972707348787e-21
45442.905,7.32864278639677e-21
45491.3,7.24872530513654e-21
45539.695,7.19206642380494e-21
45588.09,7.13283006186953e-21
45636.485,7.10088999199631e-21
45684.88,7.2086935556269e-21
45733.275,7.21922541038369e-21
45781.67,7.04229394524313e-21
45830.065,7.10729174228256e-21
45878.46,7.06788683146162e-21
45926.855,7.08810487633491e-21
45975.25,7.16200435834625e-21
46023.645,7.0568918622724e-21
46072.04,7.10076343088501e-21
46120.435,6.90536659822858e-21
46168.83,7.06970412586936e-21
46217.225,7.05033407016944e-21
46265.62,6.95619475474552e-21
46314.015,6.97671676904315e-21
46362.41,6.96880776703856e-21
46410.805,7.04130972668964e-21
46459.2,6.92914656520073e-21
46507.595,6.89281001526965e-21
46555.99,6.95808366368666e-21
46604.385,6.95717014798896e-21
46652.78,6.9569928660957e-21
46701.175,6.7103839370199e-21
46749.57,6.80523763392503e-21
46797.965,6.71040393096075e-21
46846.36,6.67164656679256e-21
46894.755,6.55105785694422e-21
46943.15,6.26773495707669e-21
46991.545,5.71868526317704e-21
47013.4785381686,5.04063591473081e-21
47017.4023123518,4.9314855506706e-21
47021.3260865349,4.84866899434042e-21
47025.249860718,4.91140144511271e-21
47029.1736349012,5.62638816731047e-21
47033.0974090843,8.5413709311816e-21
47037.0211832675,1.68431211086463e-20
47039.94,2.81823306250739e-20
47040.9449574506,3.41836147086861e-20
47044.8687316337,6.01349563500254e-20
47048.7925058169,8.55450059782693e-20
47052.71628,9.63879316413657e-20
47056.6400541831,8.56243539400902e-20
47060.5638283663,6.02898464148175e-20
47064.4876025494,3.44101233973118e-20
47068.4113767325,1.7040228994237e-20
47072.3351509157,8.67382272886486e-21
47076.2589250988,5.69335646298437e-21
47080.182699282,4.91154619320675e-21
47084.1064734651,4.78016365628044e-21
47088.0302476482,4.79225453711525e-21
47088.335,4.79469634072001e-21
47091.9540218314,4.86767022804837e-21
47136.73,5.90880845054258e-21
47185.125,6.18582399847496e-21
47233.52,6.45194658380262e-21
47281.915,6.41909878122531e-21
47330.31,6.43264398424563e-21
47378.705,6.618907290177e-21
47427.1,6.59394416193597e-21
47475.495,6.60627352704629e-21
47523.89,6.52758789234157e-21
47572.285,6.59010322571446e-21
47620.68,6.22075479248608e-21
47669.075,6.16015205532642e-21
47717.47,6.57300831624081e-21
47765.865,6.3697151555903e-21
47814.26,6.37227561919279e-21
47862.655,6.50912198197978e-21
47911.05,6.51788529641183e-21
47956.4907842781,6.48009485171911e-21
47959.445,6.47794333185807e-21
47960.4932628503,6.4760221768682e-21
47964.4957414225,6.47243373915362e-21
47968.4982199946,6.49478068372927e-21
47972.5006985668,6.63487662518417e-21
47976.503177139,7.17314710938398e-21
47980.5056557112,8.68697194286366e-21
47984.5081342834,1.1831839677723e-20
47988.5106128556,1.65186892339695e-20
47992.5130914278,2.11074226963488e-20
47996.51557,2.30568817648527e-20
48000.5180485722,2.10916971869334e-20
48004.5205271444,1.64865573023027e-20
48007.84,1.23926930944064e-20
48008.5230057166,1.17847926718603e-20
48012.5254842888,8.63542971679908e-21
