SFRBurst50,SFRBurst16,SFRBurst84,Mstar50,Mstar16,Mstar84,z,LP
1.91228039822467,0.444723956944849,0.526134364881371,545026766.134104,124865483.194303,159739461.093024,5.641,-0.112594733923178
0.78590630849585,0.109562323805851,0.10238924789032,440743961.537191,64220262.922967,74223883.113489,6.051,-1.36392195529258
1.30710974760144,0.229456261469526,0.250561994517915,536296923.941831,120420904.106498,151950006.46865,5.513,1.72869906080745
2.02255939826328,0.460845257094587,0.614550717028919,491858148.501733,114652450.141877,180228559.58251,6.618,0.975694411682777
2.30994450435034,0.269342602354066,0.326370503642292,915235532.06702,155007681.026212,152606219.299966,6.005,-0.96202205029233
13.8792472056182,12.3014040407211,13.8850366312088,2797522603.68805,2589102551.08042,4443906377.22462,5.766,-2.28183269412084
2.02376847004103,0.384859695653204,0.400746640937451,530996937.534612,105867459.986471,97874970.3316594,7.029,-1.15447178704065
3.36070715875321,0.374437685980621,0.368613614086102,747700204.499985,80894487.1499913,80449323.6234407,7.179,-4.60247434408573
5.72695718603601,0.317156493419485,0.290160428566343,2068505638.45646,124555054.032291,137732674.151508,7.179,-2.57585922367788
0.824977342505596,0.102478466717076,0.122191429239947,234064088.297855,28938714.4011585,33589070.6812849,5.664,0.0976551489582818
6.74470393909706,6.46861746579468,17.8923233253529,989706615.456641,960793390.515551,3297650074.87927,7.115,-6.69754669077181
3.21260243841718,0.323635016345834,0.484111637802738,726634811.664812,73381265.9097254,107882594.284422,7.064,-0.547837402672315
16.8151976585292,7.36290876196979,11.2091877769367,3096671007.17043,1597614686.10532,2586889472.43267,5.668,-4.70564901938263
0.579885396360596,0.0904468885705703,0.113669476816379,137168178.3836,19636760.2936901,26872417.2243395,6.695,0.948627922450214
4.55380945036979,0.792713309967755,0.795310121520646,1207970574.02636,197024071.386292,210528314.648182,6.059,-2.30731385389103
10.2233707004798,10.1376910651906,65.5388942507536,1302716551.07321,1294507552.20397,12870468260.2375,6.055,-3.49581770793559
2.36836827487028,0.262071112363835,0.388549396143319,736386643.346539,83741990.1370906,126945898.971222,5.273,1.19615763077383
1.13967415708907,0.185447970968392,0.241262504494179,324264463.392671,53570859.067396,61306358.202962,5.804,-4.93529814507229
9.60891713716303,1.00382024455367,1.23437599485044,2796642574.83667,270016610.465636,351317431.57104,5.666,-2.58038794707575
3.19567039578375,0.405467101961191,0.460196855656032,1726098113.72917,251106299.399312,285220533.800703,6.257,2.60230532157931
0.586367750811473,0.153294710422502,0.193012765409824,134532032.514963,34835625.5236789,40185390.7588171,7.167,-3.20770722891805
11.0758949108684,0.675158249211769,0.640306458154988,1300315408.23776,83940446.9699867,80808916.1744037,4.243,-7.22842066878785
3.44515704751178,0.608504837466454,0.954114330471364,834331216.149907,139888135.476075,206041658.08097,7.197,-13.8556390464226
5.21476109501586,1.63731639413891,1.25286315873742,1448911315.34452,732609812.307763,486532317.506313,4.897,0.477301750576686
3.94769443522294,0.399703357404296,0.397398843134773,1524864732.0597,181813546.013928,202263351.970318,4.48,-2.36253030229608
12.1097458529101,1.14198856025563,1.19353940818234,1424445218.37181,140457909.722696,143577743.238446,4.88,-12.0912448953114
4.74762095920068,0.237018893039097,0.276710936591535,1723879092.06512,133837274.088647,167865762.456665,4.999,0.160370883923179
13.668873004991,1.50524543514488,1.83166362977133,1288081973.42865,144911860.385945,177432790.695236,5.007,-2.03473948035472
4.59028341556672,0.711643902927325,0.993506601642363,1369300327.93219,195773707.307693,299039107.091947,5.504,-3.02301844664467
7.49485903027784,4.78019335813827,3.79282370281532,1171544824.81664,867485827.79247,1451806682.47155,4.307,0.860962716502804
11.607904372489,0.92603076631563,0.87329050390116,3774705813.70202,289504060.373991,273777125.874503,4.999,-4.67546984050988
3.16841403705812,0.40459539449363,0.650439235251663,373730714.40729,49533071.8364226,79981114.7944704,4.492,0.0115213826552498
37.5123882204641,2.12581024761656,2.59061680320696,3940381368.33857,239026914.130482,279414314.670802,4.756,-6.55678726776406
4.17144971195311,0.36908487713577,0.420233521314932,1576830384.37105,228011602.575821,270713581.326416,5.274,1.76260107867748
19.2430822229457,17.3905704724666,10.8168034493463,3098993016.35116,2914494657.25303,4146396511.83361,4.588,-0.609948415435355
39.1138738749461,8.10980584269052,10.4030872317639,6849678412.54931,1523174473.25128,2033328393.49691,5.206,-6.72953204391061
7.441231960709,1.59388357761445,1.4928893480529,1344208102.75252,319702626.986859,340758470.710675,5.452,-1.23412554709263
2.5756864275327,0.805875659497287,1.06411371886236,307178731.021881,98176247.2399897,127952419.86172,5.104,-6.52388785868018
9.25433703170719,1.55664719669172,1.6027571076243,1080511381.01884,189542113.839297,194743185.898203,4.608,-6.403957504811
12.1203562410635,0.841932754492692,0.870838374376634,1423948362.00627,101577858.046553,105109947.202973,4.809,-1.06213072284068
1.7672178550971,0.250460288949222,0.210144746927142,614285716.269009,86121762.2531096,77495903.9587154,4.645,1.40804019149951
3.65913889777794,1.36811305560949,0.781640256139665,1022349071.95861,498649277.085995,302379702.060118,5.28,0.0865204841561287
44.7579674041898,26.9493510824839,45.284255001524,6729569732.76864,4300548081.85169,9104232851.74562,5.322,-1.07979279701875
4.01180271047515,2.38190586967408,2.1205289772016,4863612246.01524,1033400560.88252,619695674.77642,5.251,-13.9030950076513
37.7019963177605,11.6632663700099,13.1155442662881,4460184580.6006,1452247903.68229,1647864835.8453,4.642,-6.9469045143716
29.2112610091098,1.1493983202316,1.23492055895881,18524320705.459,830084700.22921,868305635.412575,4.482,2.32906987169186
44.1134820328622,2.52603262963853,2.89829778321472,19009543725.7672,2021876253.65013,1939208843.8962,5.072,-0.015701728950738
3.72334304635608,0.278752299246336,0.257926794864409,1592715673.22886,117052948.660532,111060750.85697,3.796,1.40452757239705
2.32691862761938,0.406620483599891,0.449716783681005,721110281.357559,131992340.892385,148497320.10649,5.15,1.2758311808943
0.666693060456048,0.154959482910444,0.237717277914009,203768156.607033,45973895.9220239,76971125.1929971,5.268,0.682766697418249
0.735992126374207,0.238895010904659,0.540983024785528,156001205.171633,50351307.9396275,117340264.926091,7.487,-7.74589363099328
4.5479347965506,0.266238892143514,0.264888345521142,2041007154.53718,120288767.861212,118380546.414377,7.483,-1.31712582736152
1.79748526191862,0.175982001654892,0.216562580573018,466242702.412932,43687775.8982561,57436225.961172,7.174,1.30272438500529
10.4671136167613,3.46675766754094,6.53299274253131,961041346.271038,324980246.557256,620733988.23183,7.477,-4.22491418809137
5.43187595330845,0.856929547063531,0.910315378016741,518131164.426106,86161150.8819511,87342483.8324045,7.509,-1.83701501599988
8.318927442131,1.5640015097438,1.79008964826854,853716148.212183,166133874.978298,196640904.081185,5.428,-4.42037111167588
1.04143462165404,0.199855588290727,0.303294645431826,472600660.400096,108922064.518041,127159314.35807,5.45,1.33696802353842
2.19878323962887,0.420664650472454,0.44664332987658,601735042.327224,112633190.041264,126488056.165679,6.542,-13.1859912792201
0.804020491335169,0.181649158523798,0.264050213636122,210826642.893406,46319283.6065172,65224620.9539051,6.545,1.40896471290673
3.48957375424372,0.299027550616209,0.313936360460781,315833544.898802,27708569.5549896,28502274.7904069,5.674,-2.29988351490699
0.381848913374827,0.0290603624939753,0.0360856101766376,219390867.868951,23688509.7085206,23650930.1729284,5.93,1.27047183064305
1.75015526156775,0.260379846033593,0.339971911998712,164082836.037619,24528309.8643295,33159374.3308894,5.861,-6.06610979696272
1.00986609587229,0.0925635945218235,0.099053217138191,478882842.861292,63506490.9978906,72570535.0960503,5.3,-0.0105002063327007
4.18829398057342,4.18235887737997,23.0080797350722,546826355.850018,546281453.745771,4584093416.31431,5.433,-8.02685015282577
5.22093327167117,0.589203661299283,0.678683669029477,479305834.021337,55872812.6716308,63944315.1847444,5.427,-6.64848525315516
4.52134977057608,1.22735856114298,1.52213398310713,1065163261.26667,285433470.005709,369913510.537282,6.738,-3.28699323365023
3.73764456081663,0.681538026466541,0.711516250434927,981821271.199004,175815652.297245,210105048.649303,6.086,-5.32221110475464
0.777024047784589,0.776510686790613,39.1232406939292,73727085.2513728,73682297.9254627,4552659811.42735,6.272,-1.76563238246638
1.51594359470414,0.178791015371,0.180690993247316,567098365.132659,67480075.2842857,68904257.6607235,4.324,1.24260087405659
8.89018361928404,8.89009571900111,321.716658450452,944111548.19386,944103868.707417,57999933581.2463,5.156,-6.49963049502699
1.97040277028153,0.30262620141758,0.429890229157178,703406297.783004,107092551.72805,145931960.621254,4.707,1.3708297220536
2.86477726586622,0.533192559558568,0.670555031292435,937381648.652339,177147422.782669,219000635.828009,4.986,1.40901558942236
3.9690097332984,0.453677926941151,0.63334703936967,1411927445.65017,159225543.202866,224863225.955263,4.554,0.920796179610772
0.362057748448765,0.0914914650844062,0.0774290895036676,97885452.6433125,34406336.8629725,35248798.6227959,4.824,0.420285184047692
0.694375315288468,0.278767512304585,0.431137245205789,82634471.9541716,33649285.1930437,61352858.055182,4.249,-1.82924045947291
1.02106190061859,0.972878962590079,10.1102917020465,94714746.7058577,90439164.3744301,1064211285.45059,5.736,-5.22540726105523
2.57725054613945,0.594853410328934,0.734651790787866,604155986.791647,230353370.121425,267363616.672763,5.288,1.19219349119659
1.728042321329,0.21014560095146,0.286572097782192,1194272626.35214,178181468.58475,226408906.562169,4.307,-2.65109460305281
0.958708524152012,0.503558288845958,0.361358118237096,279420114.611424,185008809.326653,135314035.97956,4.556,-2.60924393100476
1.23997376642441,1.05296369046497,1.20427114752796,280037646.801169,252277052.531128,432964298.871732,4.493,-0.0698651759776041
1.64980830200654,1.57847648383048,3.77643330181037,329705026.727031,321929406.121803,1211297801.4916,4.995,-0.643048424327411
12.2136902916908,1.97469059503612,2.34166598642653,1742851865.52955,249342755.933096,325386012.338884,12.117,5.54927157920287
2.21143444429995,0.403946133673751,0.553383696028929,394257549.460589,69223324.5121172,96954745.5729009,8.876,-7.36636740584097
6.69412526685741,2.25438342285946,2.92273173318259,976133926.471166,305314416.710397,415605450.910271,11.04,-5.52262914146983
